"No.","Time","Source","Destination","Protocol","Length","Info"
"233","86.753010","192.168.199.1","192.168.199.133","LLMNR","94","Standard query response 0x1728 AAAA SCV AAAA fe80::78da:c04d:12da:8a08"
"234","86.754329","192.168.199.133","192.168.199.1","TCP","66","49672  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"235","86.754387","192.168.199.1","192.168.199.133","TCP","66","139  >  49672 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM"
"236","86.754521","192.168.199.133","192.168.199.1","NBSS","126","Session request, to SCV<20> from DESKTOP-V1FA0UQ<00>"
"237","86.754617","192.168.199.1","192.168.199.133","NBSS","58","Positive session response"
"238","86.755140","192.168.199.133","192.168.199.1","SMB","191","Negotiate Protocol Request"
"239","86.756026","192.168.199.1","192.168.199.133","SMB","463","Negotiate Protocol Response"
"240","86.756496","192.168.199.133","192.168.199.1","SMB","196","Session Setup AndX Request, NTLMSSP_NEGOTIATE"
"241","86.756625","192.168.199.1","192.168.199.133","SMB","314","Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED"
"242","86.762558","192.168.199.133","192.168.199.1","SMB","294","Session Setup AndX Request, NTLMSSP_AUTH, User: \\"
"243","86.763149","192.168.199.1","192.168.199.133","SMB","196","Session Setup AndX Response"
"244","86.765012","192.168.199.133","192.168.199.1","SMB","130","Tree Connect AndX Request, Path: \\\\SCV\\IPC$"
"245","86.765073","192.168.199.1","192.168.199.133","SMB","114","Tree Connect AndX Response"
"246","86.765865","192.168.199.133","192.168.199.1","LANMAN","176","NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum"
"247","86.766376","192.168.199.1","192.168.199.133","LANMAN","176","NetServerEnum2 Response"
"248","86.767731","192.168.199.133","192.168.199.1","LANMAN","176","NetServerEnum2 Request, Domain Enum"
"249","86.768043","192.168.199.1","192.168.199.133","LANMAN","152","NetServerEnum2 Response"
"250","86.819152","192.168.199.133","192.168.199.1","TCP","54","49672  >  139 [ACK] Seq=912 Ack=1096 Win=64512 Len=0"
"251","89.450133","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com"
"252","90.460964","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com"
"253","91.288166","fe80::65b5:3a97:92d1:9199","fe80::78da:c04d:12da:8a08","ICMPv6","86","Neighbor Solicitation for fe80::78da:c04d:12da:8a08 from 00:0c:29:61:f5:5f"
"254","91.288289","fe80::78da:c04d:12da:8a08","fe80::65b5:3a97:92d1:9199","ICMPv6","86","Neighbor Advertisement fe80::78da:c04d:12da:8a08 (sol, ovr) is at 00:50:56:c0:00:01"
"255","91.475587","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com"
"256","93.476063","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com"
"257","97.476032","192.168.199.133","192.168.199.1","SMB","93","Tree Disconnect Request"
"258","97.476158","192.168.199.1","192.168.199.133","SMB","93","Tree Disconnect Response"
"259","97.476421","192.168.199.133","192.168.199.1","SMB","97","Logoff AndX Request"
"260","97.476658","192.168.199.1","192.168.199.133","SMB","97","Logoff AndX Response"
"261","97.476968","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com"
"262","97.477714","192.168.199.133","192.168.199.1","TCP","54","49672  >  139 [FIN, ACK] Seq=994 Ack=1178 Win=64512 Len=0"
"263","97.477785","192.168.199.1","192.168.199.133","TCP","54","139  >  49672 [FIN, ACK] Seq=1178 Ack=995 Win=64768 Len=0"
"264","97.477944","192.168.199.133","192.168.199.1","TCP","54","49672  >  139 [ACK] Seq=995 Ack=1179 Win=64512 Len=0"
"265","101.512409","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com"
"266","102.507429","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com"
"267","103.523695","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com"
"268","105.538474","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com"
"269","109.538402","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com"
"270","113.579002","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com"
"271","114.288259","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"272","114.288294","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"273","114.586324","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com"
"274","115.586383","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com"
"275","116.350950","fe80::65b5:3a97:92d1:9199","ff02::1:2","DHCPv6","157","Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f "
"276","117.600829","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com"
"277","121.600704","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com"
"278","125.636933","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com"
"279","126.648351","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com"
"280","127.663742","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com"
"281","129.678964","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com"
"282","130.034599","192.168.199.1","192.168.199.255","BROWSER","227","Become Backup Browser"
"283","133.694633","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com"
"284","140.668520","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com"
"285","140.764687","192.168.199.133","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"286","140.765392","fe80::65b5:3a97:92d1:9199","ff02::1:3","LLMNR","84","Standard query 0x9bdd A wpad"
"287","140.765800","192.168.199.133","224.0.0.252","LLMNR","64","Standard query 0x9bdd A wpad"
"288","140.766428","fe80::65b5:3a97:92d1:9199","ff02::1:3","LLMNR","84","Standard query 0x918d AAAA wpad"
"289","140.766812","192.168.199.133","224.0.0.252","LLMNR","64","Standard query 0x918d AAAA wpad"
"290","141.179192","fe80::65b5:3a97:92d1:9199","ff02::1:3","LLMNR","84","Standard query 0x918d AAAA wpad"
"291","141.179673","192.168.199.133","224.0.0.252","LLMNR","64","Standard query 0x918d AAAA wpad"
"292","141.180026","fe80::65b5:3a97:92d1:9199","ff02::1:3","LLMNR","84","Standard query 0x9bdd A wpad"
"293","141.180332","192.168.199.133","224.0.0.252","LLMNR","64","Standard query 0x9bdd A wpad"
"294","141.538619","192.168.199.133","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"295","141.664112","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com"
"296","142.319449","192.168.199.133","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"297","142.664228","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com"
"298","144.663928","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com"
"299","145.288384","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"300","145.288401","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"301","148.678785","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com"
"302","149.041268","0.0.0.0","255.255.255.255","DHCP","342","DHCP Discover - Transaction ID 0xc5fd4c7f"
"303","149.041338","192.168.199.254","192.168.199.132","ICMP","62","Echo (ping) request  id=0xb442, seq=0/0, ttl=16 (no response found!)"
"304","149.079821","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xe327a9 CID: 000100011f2a1f0e000c2903dfad "
"305","149.187362","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xb0a6 A isatap"
"306","149.187624","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0xb0a6 A isatap"
"307","149.233239","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0x9f30 A isatap"
"308","149.233490","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0x9f30 A isatap"
"309","149.239414","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xc367 A isatap"
"310","149.239841","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0xc367 A isatap"
"311","149.335868","VMware_03:df:ad","Broadcast","ARP","42","Who has 169.254.195.103? (ARP Probe)"
"312","149.335979","::","ff02::1:ffbb:c367","ICMPv6","78","Neighbor Solicitation for fe80::31cb:26de:c5bb:c367"
"313","149.336052","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","62","Router Solicitation"
"314","149.336120","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"315","149.577186","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0984 A wpad"
"316","149.577428","169.254.195.103","224.0.0.252","LLMNR","64","Standard query 0x0984 A wpad"
"317","149.577724","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x3ddf AAAA wpad"
"318","149.577915","169.254.195.103","224.0.0.252","LLMNR","64","Standard query 0x3ddf AAAA wpad"
"319","149.598579","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xb0a6 A isatap"
"320","149.598826","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0xb0a6 A isatap"
"321","149.643908","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0x9f30 A isatap"
"322","149.644191","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0x9f30 A isatap"
"323","149.650219","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xc367 A isatap"
"324","149.650402","169.254.195.103","224.0.0.252","LLMNR","66","Standard query 0xc367 A isatap"
"325","149.835878","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"326","149.987510","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x0984 A wpad"
"327","149.987726","169.254.195.103","224.0.0.252","LLMNR","64","Standard query 0x0984 A wpad"
"328","149.987999","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x3ddf AAAA wpad"
"329","149.988136","169.254.195.103","224.0.0.252","LLMNR","64","Standard query 0x3ddf AAAA wpad"
"330","150.104858","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xe327a9 CID: 000100011f2a1f0e000c2903dfad "
"331","150.335654","VMware_03:df:ad","Broadcast","ARP","42","Who has 169.254.195.103? (ARP Probe)"
"332","150.335717","192.168.199.254","192.168.199.132","DHCP","342","DHCP Offer    - Transaction ID 0xc5fd4c7f"
"333","150.335771","fe80::31cb:26de:c5bb:c367","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::31cb:26de:c5bb:c367 (ovr) is at 00:0c:29:03:df:ad"
"334","150.338641","0.0.0.0","255.255.255.255","DHCP","369","DHCP Request  - Transaction ID 0xc5fd4c7f"
"335","150.338734","192.168.199.254","192.168.199.132","DHCP","342","DHCP ACK      - Transaction ID 0xc5fd4c7f"
"336","150.349544","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"337","150.350999","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"338","150.366408","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"339","150.366544","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.251"
"340","150.376887","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"341","150.377234","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.251 for any sources"
"342","150.378013","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"343","150.378340","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"344","150.379036","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0x77a0 ANY DESKTOP-2AEFM7G"
"345","150.379276","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0x77a0 ANY DESKTOP-2AEFM7G"
"346","150.387948","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.1? Tell 192.168.199.132"
"347","150.387989","VMware_c0:00:01","VMware_03:df:ad","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"348","150.388657","192.168.199.132","192.168.199.1","DNS","76","Standard query 0x6cd5 A wpad.localdomain"
"349","150.437849","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"350","150.438010","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"351","150.438095","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"352","150.452654","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"353","150.454092","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 239.255.255.250 for any sources"
"354","150.456881","192.168.199.132","192.168.199.1","DNS","78","Standard query 0x514a A isatap.localdomain"
"355","150.687079","192.168.199.132","192.168.199.1","DNS","102","Standard query 0xd0fa SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"356","150.797359","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0x77a0 ANY DESKTOP-2AEFM7G"
"357","150.797549","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0x77a0 ANY DESKTOP-2AEFM7G"
"358","150.836031","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"359","150.836101","192.168.199.132","224.0.0.22","IGMPv3","70","Membership Report / Join group 224.0.0.251 for any sources / Join group 224.0.0.252 for any sources / Join group 239.255.255.250 for any sources"
"360","150.836179","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","130","Multicast Listener Report Message v2"
"361","151.192254","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"362","151.192396","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"363","151.192489","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"364","151.208510","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"365","151.208680","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 224.0.0.252"
"366","151.208903","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"367","151.209151","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"368","151.209595","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0xb0a3 ANY DESKTOP-2AEFM7G"
"369","151.209799","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0xb0a3 ANY DESKTOP-2AEFM7G"
"370","151.335845","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Join group 224.0.0.252 for any sources"
"371","151.335924","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"372","151.388402","192.168.199.132","192.168.199.1","DNS","76","Standard query 0x6cd5 A wpad.localdomain"
"373","151.457447","192.168.199.132","192.168.199.1","DNS","78","Standard query 0x514a A isatap.localdomain"
"374","151.620536","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","95","Standard query 0xb0a3 ANY DESKTOP-2AEFM7G"
"375","151.621051","192.168.199.132","224.0.0.252","LLMNR","75","Standard query 0xb0a3 ANY DESKTOP-2AEFM7G"
"376","151.697503","192.168.199.132","192.168.199.1","DNS","102","Standard query 0xd0fa SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"377","151.835661","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"378","151.945305","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"379","151.945433","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"380","151.945503","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"381","152.105407","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xe327a9 CID: 000100011f2a1f0e000c2903dfad "
"382","152.684306","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9c40 A geover-prod.do.dsp.mp.microsoft.com"
"383","152.695884","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<20>"
"384","152.696014","192.168.199.132","192.168.199.255","NBNS","110","Registration NB DESKTOP-2AEFM7G<00>"
"385","152.696083","192.168.199.132","192.168.199.255","NBNS","110","Registration NB WORKGROUP<00>"
"386","152.835988","VMware_03:df:ad","Broadcast","ARP","42","Who has 192.168.199.132? (ARP Probe)"
"387","153.335754","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"388","153.389007","192.168.199.132","192.168.199.1","DNS","76","Standard query 0x6cd5 A wpad.localdomain"
"389","153.458805","192.168.199.132","192.168.199.1","DNS","78","Standard query 0x514a A isatap.localdomain"
"390","153.679217","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9c40 A geover-prod.do.dsp.mp.microsoft.com"
"391","153.698008","192.168.199.132","192.168.199.1","DNS","102","Standard query 0xd0fa SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain"
"392","153.835660","VMware_03:df:ad","Broadcast","ARP","42","ARP Announcement for 192.168.199.132"
"393","154.694747","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9c40 A geover-prod.do.dsp.mp.microsoft.com"
"394","156.120228","fe80::31cb:26de:c5bb:c367","ff02::1:2","DHCPv6","157","Solicit XID: 0xe327a9 CID: 000100011f2a1f0e000c2903dfad "
"395","156.694687","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9c40 A geover-prod.do.dsp.mp.microsoft.com"
"396","157.336696","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"397","157.393686","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"398","157.394240","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x57f5 A wpad"
"399","157.394445","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x57f5 A wpad"
"400","157.394688","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x47c5 AAAA wpad"
"401","157.394794","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x47c5 AAAA wpad"
"402","157.395004","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"403","157.395187","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xa6fc A wpad"
"404","157.395291","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xa6fc A wpad"
"405","157.395471","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xdc26 AAAA wpad"
"406","157.395588","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xdc26 AAAA wpad"
"407","157.395825","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xbe09 A localdomain.localdomain"
"408","157.529653","192.168.199.132","192.168.199.255","NBNS","92","Name query NB ISATAP<00>"
"409","157.529966","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xa206 A isatap"
"410","157.530189","192.168.199.132","224.0.0.252","LLMNR","66","Standard query 0xa206 A isatap"
"411","157.716534","192.168.199.132","192.168.199.1","DNS","83","Standard query 0x604b SRV localdomain.localdomain"
"412","157.717583","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"413","157.817299","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xdc26 AAAA wpad"
"414","157.817740","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xdc26 AAAA wpad"
"415","157.818817","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0xa6fc A wpad"
"416","157.818985","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0xa6fc A wpad"
"417","157.820224","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x47c5 AAAA wpad"
"418","157.820379","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x47c5 AAAA wpad"
"419","157.821130","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","84","Standard query 0x57f5 A wpad"
"420","157.821270","192.168.199.132","224.0.0.252","LLMNR","64","Standard query 0x57f5 A wpad"
"421","157.950391","fe80::31cb:26de:c5bb:c367","ff02::1:3","LLMNR","86","Standard query 0xa206 A isatap"
"422","157.950589","192.168.199.132","224.0.0.252","LLMNR","66","Standard query 0xa206 A isatap"
"423","158.046664","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 239.255.255.250"
"424","158.046777","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"425","158.150120","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"426","158.150230","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"427","158.290605","192.168.199.132","192.168.199.255","NBNS","92","Name query NB ISATAP<00>"
"428","158.337730","192.168.199.132","224.0.0.22","IGMPv3","54","Membership Report / Leave group 239.255.255.250"
"429","158.337819","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"430","158.401252","192.168.199.132","192.168.199.1","DNS","83","Standard query 0xbe09 A localdomain.localdomain"
"431","158.478424","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"432","158.714442","192.168.199.132","192.168.199.1","DNS","83","Standard query 0x604b SRV localdomain.localdomain"
"433","158.916010","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"434","158.916158","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WPAD<00>"
"435","159.041035","192.168.199.132","192.168.199.255","NBNS","92","Name query NB ISATAP<00>"
"436","159.244233","192.168.199.132","192.168.199.255","NBNS","92","Name query NB WORKGROUP<1c>"
"437","160.695050","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x9c40 A geover-prod.do.dsp.mp.microsoft.com"
"438","164.760562","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x6053 A geover-prod.do.dsp.mp.microsoft.com"
"439","165.757149","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x6053 A geover-prod.do.dsp.mp.microsoft.com"
"440","166.773295","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x6053 A geover-prod.do.dsp.mp.microsoft.com"
"441","168.788159","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x6053 A geover-prod.do.dsp.mp.microsoft.com"
"442","172.788733","192.168.199.133","192.168.199.1","DNS","95","Standard query 0x6053 A geover-prod.do.dsp.mp.microsoft.com"
"443","173.366928","192.168.199.1","192.168.199.255","BROWSER","227","Become Backup Browser"
"444","173.788206","VMware_61:f5:5f","VMware_c0:00:01","ARP","42","Who has 192.168.199.1? Tell 192.168.199.133"
"445","173.788223","VMware_c0:00:01","VMware_61:f5:5f","ARP","42","192.168.199.1 is at 00:50:56:c0:00:01"
"446","179.806960","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x38ce A kv401-prod.do.dsp.mp.microsoft.com"
"447","180.781242","192.168.199.133","192.168.199.255","BROWSER","243","Host Announcement DESKTOP-V1FA0UQ, Workstation, Server, NT Workstation, Potential Browser, Backup Browser"
"448","180.820083","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x38ce A kv401-prod.do.dsp.mp.microsoft.com"
"449","181.820232","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x38ce A kv401-prod.do.dsp.mp.microsoft.com"
"450","183.820277","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x38ce A kv401-prod.do.dsp.mp.microsoft.com"
"451","187.835628","192.168.199.133","192.168.199.1","DNS","94","Standard query 0x38ce A kv401-prod.do.dsp.mp.microsoft.com"
"452","188.190374","::","ff02::1:ffbb:c367","ICMPv6","78","Neighbor Solicitation for fe80::31cb:26de:c5bb:c367"
"453","188.190438","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","62","Router Solicitation"
"454","188.190494","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"455","188.685703","fe80::31cb:26de:c5bb:c367","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"456","189.192086","fe80::31cb:26de:c5bb:c367","ff02::1","ICMPv6","86","Neighbor Advertisement fe80::31cb:26de:c5bb:c367 (ovr) is at 00:0c:29:03:df:ad"
"457","192.188394","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"458","194.688382","VMware_03:df:ad","Broadcast","ARP","42","Who has 169.254.195.103? (ARP Probe)"
"459","194.843012","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8d19 A geo-prod.do.dsp.mp.microsoft.com"
"460","195.688384","VMware_03:df:ad","Broadcast","ARP","42","Who has 169.254.195.103? (ARP Probe)"
"461","195.851123","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8d19 A geo-prod.do.dsp.mp.microsoft.com"
"462","196.188198","fe80::31cb:26de:c5bb:c367","ff02::2","ICMPv6","70","Router Solicitation from 00:0c:29:03:df:ad"
"463","196.688492","VMware_03:df:ad","Broadcast","ARP","42","Who has 169.254.195.103? (ARP Probe)"
"464","196.866717","192.168.199.133","192.168.199.1","DNS","92","Standard query 0x8d19 A geo-prod.do.dsp.mp.microsoft.com"
"465","197.688229","VMware_03:df:ad","Broadcast","ARP","42","ARP Announcement for 169.254.195.103"
