No.,Time,Source,Destination,Protocol,Length,Info,Suspicious
71,55.243001,192.168.199.133,192.168.199.255,NBNS,110,Registration NB DESKTOP-V1FA0UQ<20>,0
72,55.289869,VMware_61:f5:5f,Broadcast,ARP,42,ARP Announcement for 192.168.199.133,0
73,55.710307,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x595f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
74,55.993388,192.168.199.133,192.168.199.255,NBNS,110,Registration NB DESKTOP-V1FA0UQ<20>,0
75,56.290552,fe80::65b5:3a97:92d1:9199,ff02::2,ICMPv6,70,Router Solicitation from 00:0c:29:61:f5:5f,0
76,56.327596,fe80::65b5:3a97:92d1:9199,ff02::1:2,DHCPv6,157,Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f ,0
77,56.603617,192.168.199.133,192.168.199.1,DNS,76,Standard query 0xe38a A wpad.localdomain,0
78,56.749725,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x595f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
79,56.758542,192.168.199.133,192.168.199.255,NBNS,110,Registration NB DESKTOP-V1FA0UQ<20>,0
80,57.450251,192.168.199.133,192.168.199.1,DNS,78,Standard query 0x62b4 A isatap.localdomain,0
81,58.500736,192.168.199.133,192.168.199.1,DNS,78,Standard query 0x62b4 A isatap.localdomain,0
82,58.761598,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x595f SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
83,59.260492,192.168.199.133,192.168.199.255,NBNS,110,Registration NB WORKGROUP<1e>,0
84,59.493922,192.168.199.133,192.168.199.1,DNS,78,Standard query 0x62b4 A isatap.localdomain,0
85,60.009497,192.168.199.133,192.168.199.255,NBNS,110,Registration NB WORKGROUP<1e>,0
86,60.289755,fe80::65b5:3a97:92d1:9199,ff02::2,ICMPv6,70,Router Solicitation from 00:0c:29:61:f5:5f,0
87,60.339136,fe80::65b5:3a97:92d1:9199,ff02::1:2,DHCPv6,157,Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f ,0
88,60.589881,192.168.199.133,192.168.199.255,BROWSER,243,"Host Announcement DESKTOP-V1FA0UQ, Workstation, Server, NT Workstation",0
89,60.70064,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
90,60.700984,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x7991 A wpad,0
91,60.701139,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x7991 A wpad,0
92,60.70136,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0xa726 AAAA wpad,0
93,60.701495,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0xa726 AAAA wpad,0
94,60.748741,192.168.199.133,192.168.199.1,DNS,83,Standard query 0xdfe3 A localdomain.localdomain,0
95,60.77504,192.168.199.133,192.168.199.255,NBNS,110,Registration NB WORKGROUP<1e>,0
96,61.13761,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0xa726 AAAA wpad,0
97,61.138051,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0xa726 AAAA wpad,0
98,61.138337,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x7991 A wpad,0
99,61.138599,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x7991 A wpad,0
100,61.446046,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
101,61.50008,192.168.199.133,192.168.199.1,DNS,78,Standard query 0x62b4 A isatap.localdomain,0
102,61.539775,192.168.199.133,192.168.199.255,NBNS,110,Registration NB WORKGROUP<1e>,0
103,61.850764,192.168.199.133,192.168.199.1,DNS,83,Standard query 0xdfe3 A localdomain.localdomain,0
104,62.196062,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
105,62.303191,192.168.199.133,192.168.199.255,BROWSER,228,Request Announcement DESKTOP-V1FA0UQ,0
106,62.30659,192.168.199.1,192.168.199.255,BROWSER,243,"Local Master Announcement SCV, Workstation, Server, NT Workstation, Potential Browser, Master Browser",0
107,62.405212,192.168.199.133,192.168.199.255,BROWSER,243,"Host Announcement DESKTOP-V1FA0UQ, Workstation, Server, NT Workstation, Potential Browser",0
108,62.772316,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
109,62.773149,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x573e SRV localdomain.localdomain,0
110,63.524249,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
111,63.616848,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x9761 A v10.vortex-win.data.microsoft.com,0
112,63.785332,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x573e SRV localdomain.localdomain,0
113,63.854703,192.168.199.133,192.168.199.1,DNS,83,Standard query 0xdfe3 A localdomain.localdomain,0
114,64.27443,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
115,64.621569,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x9761 A v10.vortex-win.data.microsoft.com,0
116,64.866863,fe80::65b5:3a97:92d1:9199,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,0
117,64.869599,192.168.199.133,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources,0
118,64.902738,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
119,64.90787,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
120,65.072703,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x36db SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
121,65.107844,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
122,65.289819,192.168.199.133,224.0.0.22,IGMPv3,54,Membership Report / Join group 239.255.255.250 for any sources,0
123,65.289916,fe80::65b5:3a97:92d1:9199,ff02::16,ICMPv6,90,Multicast Listener Report Message v2,0
124,65.498278,192.168.199.133,192.168.199.1,DNS,72,Standard query 0xd67b A www.bing.com,0
125,65.515702,192.168.199.133,192.168.199.1,DNS,78,Standard query 0x62b4 A isatap.localdomain,0
126,65.628442,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x9761 A v10.vortex-win.data.microsoft.com,0
127,65.701396,192.168.199.133,192.168.199.1,DNS,84,Standard query 0x153d A sls.update.microsoft.com,0
128,65.722276,fe80::78da:c04d:12da:8a08,ff02::1:2,DHCPv6,145,Solicit XID: 0xca8e45 CID: 0001000118659849b888e3ab8379 ,0
129,65.789051,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x573e SRV localdomain.localdomain,0
130,66.086513,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x36db SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
131,66.508827,192.168.199.133,192.168.199.1,DNS,72,Standard query 0xd67b A www.bing.com,0
132,66.791348,192.168.199.133,192.168.199.1,DNS,84,Standard query 0x153d A sls.update.microsoft.com,0
133,67.506752,192.168.199.133,192.168.199.1,DNS,72,Standard query 0xd67b A www.bing.com,0
134,67.631791,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x9761 A v10.vortex-win.data.microsoft.com,0
135,67.788387,192.168.199.133,192.168.199.1,DNS,84,Standard query 0x153d A sls.update.microsoft.com,0
136,67.867388,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x6c97 A localdomain.localdomain,0
137,67.913132,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
138,67.913352,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
139,68.086276,192.168.199.133,192.168.199.1,DNS,102,Standard query 0x36db SRV _ldap._tcp.dc._msdcs.WORKGROUP.localdomain,0
140,68.116242,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
141,68.350693,fe80::65b5:3a97:92d1:9199,ff02::1:2,DHCPv6,157,Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f ,0
142,68.881904,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x6c97 A localdomain.localdomain,0
143,69.507,192.168.199.133,192.168.199.1,DNS,72,Standard query 0xd67b A www.bing.com,0
144,69.789072,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x4068 SRV localdomain.localdomain,0
145,69.804163,192.168.199.133,192.168.199.1,DNS,84,Standard query 0x153d A sls.update.microsoft.com,0
146,70.804051,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x4068 SRV localdomain.localdomain,0
147,70.882363,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x6c97 A localdomain.localdomain,0
148,70.92884,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
149,70.929017,192.168.199.133,239.255.255.250,SSDP,179,M-SEARCH * HTTP/1.1 ,0
150,71.631966,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x9761 A v10.vortex-win.data.microsoft.com,0
151,72.101807,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
152,72.819728,192.168.199.133,192.168.199.1,DNS,83,Standard query 0x4068 SRV localdomain.localdomain,0
153,72.86656,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
154,73.507526,192.168.199.133,192.168.199.1,DNS,72,Standard query 0xd67b A www.bing.com,0
155,73.616656,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WORKGROUP<1c>,0
156,73.819636,192.168.199.133,192.168.199.1,DNS,84,Standard query 0x153d A sls.update.microsoft.com,0
157,75.677777,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x3ffe A v10.vortex-win.data.microsoft.com,0
158,76.679647,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x3ffe A v10.vortex-win.data.microsoft.com,0
159,77.679187,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x3ffe A v10.vortex-win.data.microsoft.com,0
160,78.447102,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
161,78.447398,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x84ec A wpad,0
162,78.447558,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x84ec A wpad,0
163,78.447776,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x7c1b AAAA wpad,0
164,78.447908,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x7c1b AAAA wpad,0
165,78.867048,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x7c1b AAAA wpad,0
166,78.867497,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x7c1b AAAA wpad,0
167,78.868486,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x84ec A wpad,0
168,78.869161,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x84ec A wpad,0
169,79.194409,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
170,79.695378,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x3ffe A v10.vortex-win.data.microsoft.com,0
171,79.960209,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
172,80.287924,VMware_61:f5:5f,VMware_c0:00:01,ARP,42,Who has 192.168.199.1? Tell 192.168.199.133,1
173,80.287942,VMware_c0:00:01,VMware_61:f5:5f,ARP,42,192.168.199.1 is at 00:50:56:c0:00:01,0
174,83.710849,192.168.199.133,192.168.199.1,DNS,93,Standard query 0x3ffe A v10.vortex-win.data.microsoft.com,0
175,84.350784,fe80::65b5:3a97:92d1:9199,ff02::1:2,DHCPv6,157,Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f ,0
176,86.676148,192.168.199.1,192.168.199.255,BROWSER,227,Become Backup Browser,0
177,86.679078,192.168.199.133,192.168.199.255,BROWSER,228,Request Announcement DESKTOP-V1FA0UQ,0
178,86.682293,192.168.199.1,192.168.199.255,BROWSER,243,"Local Master Announcement SCV, Workstation, Server, NT Workstation, Potential Browser, Master Browser",0
179,86.701062,192.168.199.133,192.168.199.255,NBNS,92,Name query NB SCV<20>,0
180,86.701166,192.168.199.1,192.168.199.133,NBNS,110,Name query response NB 192.168.199.1,0
181,86.705183,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x9fa9 A SCV,0
182,86.705413,fe80::78da:c04d:12da:8a08,ff02::1:ffd1:9199,ICMPv6,86,Neighbor Solicitation for fe80::65b5:3a97:92d1:9199 from 00:50:56:c0:00:01,0
183,86.705458,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x9fa9 A SCV,0
184,86.705581,192.168.199.1,192.168.199.133,LLMNR,82,Standard query response 0x9fa9 A SCV A 192.168.199.1,0
185,86.705619,fe80::65b5:3a97:92d1:9199,fe80::78da:c04d:12da:8a08,ICMPv6,86,"Neighbor Advertisement fe80::65b5:3a97:92d1:9199 (sol, ovr) is at 00:0c:29:61:f5:5f",0
186,86.705634,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,102,Standard query response 0x9fa9 A SCV A 192.168.199.1,0
187,86.706025,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x66e8 AAAA SCV,0
188,86.706137,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,114,Standard query response 0x66e8 AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
189,86.706322,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x66e8 AAAA SCV,0
190,86.706421,192.168.199.1,192.168.199.133,LLMNR,94,Standard query response 0x66e8 AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
191,86.712751,192.168.199.133,192.168.199.1,TCP,66,49671  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM,0
192,86.712843,192.168.199.1,192.168.199.133,TCP,66,"139  >  49671 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM",0
193,86.712985,192.168.199.133,192.168.199.1,NBSS,126,"Session request, to SCV<20> from DESKTOP-V1FA0UQ<00>",0
194,86.713088,192.168.199.1,192.168.199.133,NBSS,58,Positive session response,0
195,86.719232,192.168.199.133,192.168.199.1,SMB,213,Negotiate Protocol Request,0
196,86.721061,192.168.199.1,192.168.199.133,SMB2,506,Negotiate Protocol Response,0
197,86.722963,192.168.199.133,192.168.199.1,SMB2,232,Negotiate Protocol Request,0
198,86.724397,192.168.199.1,192.168.199.133,SMB2,506,Negotiate Protocol Response,0
199,86.724546,192.168.199.133,192.168.199.1,TCP,54,"49671  >  139 [FIN, ACK] Seq=410 Ack=909 Win=64768 Len=0",0
200,86.724576,192.168.199.1,192.168.199.133,TCP,54,"139  >  49671 [FIN, ACK] Seq=909 Ack=411 Win=65280 Len=0",0
201,86.724642,192.168.199.133,192.168.199.1,TCP,54,49671  >  139 [ACK] Seq=411 Ack=910 Win=64768 Len=0,0
202,86.726977,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x4156 A SCV,0
203,86.727171,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,102,Standard query response 0x4156 A SCV A 192.168.199.1,0
204,86.727414,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x4156 A SCV,0
205,86.72753,192.168.199.1,192.168.199.133,LLMNR,82,Standard query response 0x4156 A SCV A 192.168.199.1,0
206,86.727927,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x934f AAAA SCV,0
207,86.728031,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,114,Standard query response 0x934f AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
208,86.728593,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x934f AAAA SCV,0
209,86.728689,192.168.199.1,192.168.199.133,LLMNR,94,Standard query response 0x934f AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
210,86.730318,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x153e A SCV,0
211,86.73043,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,102,Standard query response 0x153e A SCV A 192.168.199.1,0
212,86.730705,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x153e A SCV,0
213,86.730791,192.168.199.1,192.168.199.133,LLMNR,82,Standard query response 0x153e A SCV A 192.168.199.1,0
214,86.73127,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0xed7c AAAA SCV,0
215,86.731349,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,114,Standard query response 0xed7c AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
216,86.731542,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0xed7c AAAA SCV,0
217,86.731611,192.168.199.1,192.168.199.133,LLMNR,94,Standard query response 0xed7c AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
218,86.733864,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x8df8 A SCV,0
219,86.733964,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,102,Standard query response 0x8df8 A SCV A 192.168.199.1,0
220,86.734263,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x8df8 A SCV,0
221,86.734385,192.168.199.1,192.168.199.133,LLMNR,82,Standard query response 0x8df8 A SCV A 192.168.199.1,0
222,86.734826,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x465a AAAA SCV,0
223,86.734923,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,114,Standard query response 0x465a AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
224,86.735652,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x465a AAAA SCV,0
225,86.735732,192.168.199.1,192.168.199.133,LLMNR,94,Standard query response 0x465a AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
226,86.752263,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x93bb A SCV,0
227,86.752458,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x93bb A SCV,0
228,86.752499,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,102,Standard query response 0x93bb A SCV A 192.168.199.1,0
229,86.752578,192.168.199.1,192.168.199.133,LLMNR,82,Standard query response 0x93bb A SCV A 192.168.199.1,0
230,86.752793,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,83,Standard query 0x1728 AAAA SCV,0
231,86.752921,192.168.199.133,224.0.0.252,LLMNR,63,Standard query 0x1728 AAAA SCV,0
232,86.752925,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,LLMNR,114,Standard query response 0x1728 AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
233,86.75301,192.168.199.1,192.168.199.133,LLMNR,94,Standard query response 0x1728 AAAA SCV AAAA fe80::78da:c04d:12da:8a08,0
234,86.754329,192.168.199.133,192.168.199.1,TCP,66,49672  >  139 [SYN] Seq=0 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM,0
235,86.754387,192.168.199.1,192.168.199.133,TCP,66,"139  >  49672 [SYN, ACK] Seq=0 Ack=1 Win=8192 Len=0 MSS=1460 WS=256 SACK_PERM",0
236,86.754521,192.168.199.133,192.168.199.1,NBSS,126,"Session request, to SCV<20> from DESKTOP-V1FA0UQ<00>",0
237,86.754617,192.168.199.1,192.168.199.133,NBSS,58,Positive session response,0
238,86.75514,192.168.199.133,192.168.199.1,SMB,191,Negotiate Protocol Request,0
239,86.756026,192.168.199.1,192.168.199.133,SMB,463,Negotiate Protocol Response,0
240,86.756496,192.168.199.133,192.168.199.1,SMB,196,"Session Setup AndX Request, NTLMSSP_NEGOTIATE",0
241,86.756625,192.168.199.1,192.168.199.133,SMB,314,"Session Setup AndX Response, NTLMSSP_CHALLENGE, Error: STATUS_MORE_PROCESSING_REQUIRED",0
242,86.762558,192.168.199.133,192.168.199.1,SMB,294,"Session Setup AndX Request, NTLMSSP_AUTH, User: \\",1
243,86.763149,192.168.199.1,192.168.199.133,SMB,196,Session Setup AndX Response,0
244,86.765012,192.168.199.133,192.168.199.1,SMB,130,"Tree Connect AndX Request, Path: \\\\SCV\\IPC$",0
245,86.765073,192.168.199.1,192.168.199.133,SMB,114,Tree Connect AndX Response,0
246,86.765865,192.168.199.133,192.168.199.1,LANMAN,176,"NetServerEnum2 Request, Workstation, Server, SQL Server, Domain Controller, Backup Controller, Time Source, Apple Server, Novell Server, Domain Member Server, Print Queue Server, Dialin Server, Xenix Server, NT Workstation, Windows for Workgroups, Unknown server type:14, NT Server, Potential Browser, Backup Browser, Master Browser, Domain Master Browser, OSF, VMS, Windows 95 or above, DFS server, Unknown server type:24, Unknown server type:25, Unknown server type:26, Unknown server type:27, Unknown server type:28, Unknown server type:29, Local List Only, Domain Enum",0
247,86.766376,192.168.199.1,192.168.199.133,LANMAN,176,NetServerEnum2 Response,0
248,86.767731,192.168.199.133,192.168.199.1,LANMAN,176,"NetServerEnum2 Request, Domain Enum",0
249,86.768043,192.168.199.1,192.168.199.133,LANMAN,152,NetServerEnum2 Response,0
250,86.819152,192.168.199.133,192.168.199.1,TCP,54,49672  >  139 [ACK] Seq=912 Ack=1096 Win=64512 Len=0,0
251,89.450133,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com,0
252,90.460964,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com,0
253,91.288166,fe80::65b5:3a97:92d1:9199,fe80::78da:c04d:12da:8a08,ICMPv6,86,Neighbor Solicitation for fe80::78da:c04d:12da:8a08 from 00:0c:29:61:f5:5f,0
254,91.288289,fe80::78da:c04d:12da:8a08,fe80::65b5:3a97:92d1:9199,ICMPv6,86,"Neighbor Advertisement fe80::78da:c04d:12da:8a08 (sol, ovr) is at 00:50:56:c0:00:01",0
255,91.475587,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com,0
256,93.476063,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com,0
257,97.476032,192.168.199.133,192.168.199.1,SMB,93,Tree Disconnect Request,0
258,97.476158,192.168.199.1,192.168.199.133,SMB,93,Tree Disconnect Response,0
259,97.476421,192.168.199.133,192.168.199.1,SMB,97,Logoff AndX Request,0
260,97.476658,192.168.199.1,192.168.199.133,SMB,97,Logoff AndX Response,0
261,97.476968,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x0697 A kv401-prod.do.dsp.mp.microsoft.com,0
262,97.477714,192.168.199.133,192.168.199.1,TCP,54,"49672  >  139 [FIN, ACK] Seq=994 Ack=1178 Win=64512 Len=0",0
263,97.477785,192.168.199.1,192.168.199.133,TCP,54,"139  >  49672 [FIN, ACK] Seq=1178 Ack=995 Win=64768 Len=0",0
264,97.477944,192.168.199.133,192.168.199.1,TCP,54,49672  >  139 [ACK] Seq=995 Ack=1179 Win=64512 Len=0,0
265,101.512409,192.168.199.133,192.168.199.1,DNS,95,Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com,0
266,102.507429,192.168.199.133,192.168.199.1,DNS,95,Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com,0
267,103.523695,192.168.199.133,192.168.199.1,DNS,95,Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com,0
268,105.538474,192.168.199.133,192.168.199.1,DNS,95,Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com,0
269,109.538402,192.168.199.133,192.168.199.1,DNS,95,Standard query 0x9529 A geover-prod.do.dsp.mp.microsoft.com,0
270,113.579002,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com,0
271,114.288259,VMware_61:f5:5f,VMware_c0:00:01,ARP,42,Who has 192.168.199.1? Tell 192.168.199.133,1
272,114.288294,VMware_c0:00:01,VMware_61:f5:5f,ARP,42,192.168.199.1 is at 00:50:56:c0:00:01,0
273,114.586324,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com,0
274,115.586383,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com,0
275,116.35095,fe80::65b5:3a97:92d1:9199,ff02::1:2,DHCPv6,157,Solicit XID: 0x98cc21 CID: 000100011f0c78b5000c2961f55f ,0
276,117.600829,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com,0
277,121.600704,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x994b A geo-prod.do.dsp.mp.microsoft.com,0
278,125.636933,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com,0
279,126.648351,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com,0
280,127.663742,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com,0
281,129.678964,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com,0
282,130.034599,192.168.199.1,192.168.199.255,BROWSER,227,Become Backup Browser,0
283,133.694633,192.168.199.133,192.168.199.1,DNS,94,Standard query 0x651c A kv401-prod.do.dsp.mp.microsoft.com,0
284,140.66852,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com,0
285,140.764687,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
286,140.765392,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x9bdd A wpad,0
287,140.7658,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x9bdd A wpad,0
288,140.766428,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x918d AAAA wpad,0
289,140.766812,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x918d AAAA wpad,0
290,141.179192,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x918d AAAA wpad,0
291,141.179673,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x918d AAAA wpad,0
292,141.180026,fe80::65b5:3a97:92d1:9199,ff02::1:3,LLMNR,84,Standard query 0x9bdd A wpad,0
293,141.180332,192.168.199.133,224.0.0.252,LLMNR,64,Standard query 0x9bdd A wpad,0
294,141.538619,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
295,141.664112,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com,0
296,142.319449,192.168.199.133,192.168.199.255,NBNS,92,Name query NB WPAD<00>,0
297,142.664228,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com,0
298,144.663928,192.168.199.133,192.168.199.1,DNS,92,Standard query 0x9062 A geo-prod.do.dsp.mp.microsoft.com,0
299,145.288384,VMware_61:f5:5f,VMware_c0:00:01,ARP,42,Who has 192.168.199.1? Tell 192.168.199.133,1
300,145.288401,VMware_c0:00:01,VMware_61:f5:5f,ARP,42,192.168.199.1 is at 00:50:56:c0:00:01,0
